Date,Open,High,Low,Close,Volume,Adj Close,Diff,StockUp,Year,Month,Day
2015-02-06,120.019997,120.25,118.449997,118.93,43706600,116.765484,1.089997,1,2015,2,6
2015-02-05,120.019997,120.230003,119.25,119.940002,42246200,117.757104,0.079995,1,2015,2,5
2015-02-04,118.5,120.510002,118.309998,119.559998,70149700,116.922564,-1.059998,0,2015,2,4
2015-02-03,118.5,119.089996,117.610001,118.650002,51915700,116.032642,-0.150002,0,2015,2,3
2015-02-02,118.050003,119.169998,116.080002,118.629997,62739100,116.013079,-0.579994,0,2015,2,2
2015-01-30,118.400002,120,116.849998,117.160004,83745500,114.575513,1.239998,1,2015,1,30
2015-01-29,116.32,119.190002,115.559998,118.900002,84436400,116.277127,-2.580002,0,2015,1,29
2015-01-28,117.629997,118.120003,115.309998,115.309998,146477100,112.766317,2.319999,1,2015,1,28
2015-01-27,112.419998,112.480003,109.029999,109.139999,95568700,106.732426,3.279999,1,2015,1,27
2015-01-26,113.739998,114.360001,112.800003,113.099998,55615000,110.605069,0.64,1,2015,1,26
2015-01-23,112.300003,113.75,111.529999,112.980003,46464800,110.487721,-0.68,0,2015,1,23
2015-01-22,110.260002,112.470001,109.720001,112.400002,53796400,109.920514,-2.14,0,2015,1,22
2015-01-21,108.949997,111.059998,108.269997,109.550003,48575900,107.133385,-0.600006,0,2015,1,21
2015-01-20,107.839996,108.970001,106.5,108.720001,49899900,106.321692,-0.880005,0,2015,1,20
2015-01-16,107.029999,107.580002,105.199997,105.989998,78513300,103.651911,1.040001,1,2015,1,16
2015-01-15,110,110.059998,106.660004,106.82,60014000,104.463604,3.18,1,2015,1,15
2015-01-14,109.040001,110.489998,108.5,109.800003,48337000,107.37787,-0.760002,0,2015,1,14
2015-01-13,111.43,112.800003,108.910004,110.220001,67091900,107.788603,1.209999,1,2015,1,13
2015-01-12,112.599998,112.629997,108.800003,109.25,49650800,106.84,3.349998,1,2015,1,12
2015-01-09,112.669998,113.25,110.209999,112.010002,53699500,109.539117,0.659996,1,2015,1,9
2015-01-08,109.230003,112.150002,108.699997,111.889999,59364500,109.421762,-2.659996,0,2015,1,8
2015-01-07,107.199997,108.199997,106.699997,107.75,40105900,105.373089,-0.550003,0,2015,1,7
2015-01-06,106.540001,107.43,104.629997,106.260002,65797100,103.91596,0.279999,1,2015,1,6
2015-01-05,108.290001,108.650002,105.410004,106.25,64285500,103.906178,2.040001,1,2015,1,5
2015-01-02,111.389999,111.440002,107.349998,109.330002,53204600,106.918237,2.059997,1,2015,1,2
2014-12-31,112.82,113.129997,110.209999,110.379997,41403400,107.94507,2.440003,1,2014,12,31
2014-12-30,113.639999,113.919998,112.110001,112.519997,29881500,110.037862,1.120002,1,2014,12,30
2014-12-29,113.790001,114.769997,113.699997,113.910004,27598900,111.397206,-0.120003,0,2014,12,29
2014-12-26,112.099998,114.519997,112.010002,113.989998,33721000,111.475435,-1.89,0,2014,12,26
2014-12-24,112.580002,112.709999,112.010002,112.010002,14479600,109.539117,0.57,1,2014,12,24
2014-12-23,113.230003,113.330002,112.459999,112.540001,26028400,110.057425,0.690002,1,2014,12,23
2014-12-22,112.160004,113.489998,111.970001,112.940002,45167500,110.448602,-0.779998,0,2014,12,22
2014-12-19,112.260002,113.239998,111.660004,111.779999,88429800,109.314188,0.480003,1,2014,12,19
2014-12-18,111.870003,112.650002,110.660004,112.650002,59006200,110.164999,-0.779999,0,2014,12,18
2014-12-17,107.120003,109.839996,106.82,109.410004,53411800,106.996474,-2.290001,0,2014,12,17
2014-12-16,106.370003,110.160004,106.260002,106.75,60790700,104.395148,-0.379997,0,2014,12,16
2014-12-15,110.699997,111.599998,106.349998,108.230003,67218100,105.842504,2.469994,1,2014,12,15
2014-12-12,110.459999,111.870003,109.580002,109.730003,56028100,107.309414,0.729996,1,2014,12,12
2014-12-11,112.260002,113.800003,111.339996,111.620003,41401700,109.157721,0.639999,1,2014,12,11
2014-12-10,114.410004,114.849998,111.540001,111.949997,44565300,109.480436,2.460007,1,2014,12,10
2014-12-09,110.190002,114.300003,109.349998,114.120003,60208000,111.602573,-3.930001,0,2014,12,9
2014-12-08,114.099998,114.650002,111.620003,112.400002,57664900,109.920514,1.699996,1,2014,12,8
2014-12-05,115.989998,116.080002,114.639999,115,38318900,112.463157,0.989998,1,2014,12,5
2014-12-04,115.769997,117.199997,115.290001,115.489998,42044500,112.942346,0.279999,1,2014,12,4
2014-12-03,115.75,116.349998,115.110001,115.93,43063400,113.372642,-0.18,0,2014,12,3
2014-12-02,113.5,115.75,112.75,114.629997,59348900,112.101317,-1.129997,0,2014,12,2
2014-12-01,118.809998,119.25,111.269997,115.07,83814000,112.531613,3.739998,1,2014,12,1
2014-11-28,119.269997,119.400002,118.050003,118.93,24814400,116.306464,0.339997,1,2014,11,28
2014-11-26,117.940002,119.099998,117.830002,119,40768300,116.374919,-1.059998,0,2014,11,26
2014-11-25,119.07,119.75,117.449997,117.599998,68840400,115.005801,1.470002,1,2014,11,25
2014-11-24,116.849998,118.769997,116.620003,118.629997,47450800,116.013079,-1.779999,0,2014,11,24
2014-11-21,117.510002,117.57,116.029999,116.470001,57179300,113.900731,1.040001,1,2014,11,21
2014-11-20,114.910004,116.860001,114.849998,116.309998,43395500,113.744257,-1.399994,0,2014,11,20
2014-11-19,115.440002,115.739998,113.800003,114.669998,41869200,112.140435,0.770004,1,2014,11,19
2014-11-18,113.940002,115.690002,113.889999,115.470001,44224000,112.922791,-1.529999,0,2014,11,18
2014-11-17,114.269997,117.279999,113.300003,113.989998,46746700,111.475435,0.279999,1,2014,11,17
2014-11-14,113.150002,114.190002,111.209999,114.18,44063600,111.661247,-1.029998,0,2014,11,14
2014-11-13,111.800003,113.449997,111.599998,112.82,59522900,110.331247,-1.019997,0,2014,11,13
2014-11-12,109.379997,111.43,109.370003,111.25,46942400,108.795881,-1.870003,0,2014,11,12
2014-11-11,108.699997,109.75,108.400002,109.699997,27442300,107.28007,-1,0,2014,11,11
2014-11-10,109.019997,109.330002,108.669998,108.830002,27195500,106.429266,0.189995,1,2014,11,10
2014-11-07,108.75,109.32,108.550003,109.010002,33691500,106.605296,-0.260002,0,2014,11,7
2014-11-06,108.599998,108.790001,107.800003,108.699997,34968500,106.302129,-0.099999,0,2014,11,6
2014-11-05,109.099998,109.300003,108.129997,108.860001,37435900,105.998973,0.239997,1,2014,11,5
2014-11-04,109.360001,109.489998,107.720001,108.599998,41574400,105.745804,0.760003,1,2014,11,4
2014-11-03,108.220001,110.300003,108.010002,109.400002,52282600,106.524782,-1.180001,0,2014,11,3
2014-10-31,108.010002,108.040001,107.209999,108,44639300,105.161575,0.010002,1,2014,10,31
2014-10-30,106.959999,107.349998,105.900002,106.980003,40654800,104.168385,-0.020004,0,2014,10,30
2014-10-29,106.650002,107.370003,106.360001,107.339996,52687900,104.518917,-0.689994,0,2014,10,29
2014-10-28,105.400002,106.739998,105.349998,106.739998,48060900,103.934688,-1.339996,0,2014,10,28
2014-10-27,104.849998,105.480003,104.699997,105.110001,34187700,102.34753,-0.260003,0,2014,10,27
2014-10-24,105.18,105.489998,104.529999,105.220001,47053900,102.454639,-0.040001,0,2014,10,24
2014-10-23,104.080002,105.050003,103.629997,104.830002,71074700,102.07489,-0.75,0,2014,10,23
2014-10-22,102.839996,104.110001,102.599998,102.989998,68263100,100.283244,-0.150002,0,2014,10,22
2014-10-21,103.019997,103.019997,101.269997,102.470001,94623900,99.776914,0.549996,1,2014,10,21
2014-10-20,98.32,99.959999,98.220001,99.760002,77517300,97.138138,-1.440002,0,2014,10,20
2014-10-17,97.5,99,96.809998,97.669998,68179700,95.103063,-0.169998,0,2014,10,17
2014-10-16,95.550003,97.720001,95.410004,96.260002,72154500,93.730124,-0.709999,0,2014,10,16
2014-10-15,97.970001,99.150002,95.18,97.540001,100933600,94.976482,0.43,1,2014,10,15
2014-10-14,100.389999,100.519997,98.57,98.75,63688600,96.154681,1.639999,1,2014,10,14
2014-10-13,101.330002,101.779999,99.809998,99.809998,53583400,97.18682,1.520004,1,2014,10,13
2014-10-10,100.690002,102.029999,100.300003,100.730003,66331600,98.082646,-0.040001,0,2014,10,10
2014-10-09,101.540001,102.379997,100.610001,101.019997,77376500,98.365018,0.520004,1,2014,10,9
2014-10-08,98.760002,101.110001,98.309998,100.800003,57404700,98.150806,-2.040001,0,2014,10,8
2014-10-07,99.43,100.120003,98.730003,98.75,42094200,96.154681,0.68,1,2014,10,7
2014-10-06,99.949997,100.650002,99.419998,99.620003,37051200,97.001818,0.329994,1,2014,10,6
2014-10-03,99.440002,100.209999,99.040001,99.620003,43469600,97.001818,-0.180001,0,2014,10,3
2014-10-02,99.269997,100.220001,98.040001,99.900002,47757800,97.274458,-0.630005,0,2014,10,2
2014-10-01,100.589996,100.690002,98.699997,99.18,51491300,96.57338,1.409996,1,2014,10,1
2014-09-30,100.809998,101.540001,100.529999,100.75,55264100,98.102117,0.059998,1,2014,9,30
2014-09-29,98.650002,100.440002,98.629997,100.110001,49766300,97.478938,-1.459999,0,2014,9,29
2014-09-26,98.529999,100.75,98.400002,100.75,62370500,98.102117,-2.220001,0,2014,9,26
2014-09-25,100.510002,100.709999,97.720001,97.870003,100092000,95.297811,2.639999,1,2014,9,25
2014-09-24,102.160004,102.849998,101.199997,101.75,60171800,99.075836,0.410004,1,2014,9,24
2014-09-23,100.599998,102.940002,100.540001,102.639999,63402200,99.942444,-2.040001,0,2014,9,23
2014-09-22,101.800003,102.139999,100.580002,101.059998,52788400,98.403968,0.740005,1,2014,9,22
2014-09-19,102.290001,102.349998,100.5,100.959999,70902400,98.306597,1.330002,1,2014,9,19
2014-09-18,101.93,102.349998,101.559998,101.790001,37299400,99.114785,0.139999,1,2014,9,18
2014-09-17,101.269997,101.800003,100.589996,101.580002,60926500,98.910305,-0.310005,0,2014,9,17
2014-09-16,99.800003,101.260002,98.889999,100.860001,66908100,98.209227,-1.059998,0,2014,9,16
2014-09-15,102.809998,103.050003,101.440002,101.629997,61316500,98.958987,1.180001,1,2014,9,15
2014-09-12,101.209999,102.190002,101.080002,101.660004,62626100,98.988204,-0.450005,0,2014,9,12
2014-09-11,100.410004,101.440002,99.620003,101.43,62353100,98.764246,-1.019996,0,2014,9,11
2014-09-10,98.010002,101.110001,97.760002,101,100869600,98.345547,-2.989998,0,2014,9,10
2014-09-09,99.080002,103.080002,96.139999,97.989998,189846300,95.414653,1.090004,1,2014,9,9
2014-09-08,99.300003,99.309998,98.050003,98.360001,46356700,95.774931,0.940002,1,2014,9,8
2014-09-05,98.800003,99.389999,98.309998,98.970001,58457000,96.3689,-0.169998,0,2014,9,5
2014-09-04,98.849998,100.089996,97.790001,98.120003,85718000,95.541241,0.729995,1,2014,9,4
2014-09-03,103.099998,103.199997,98.580002,98.940002,125421000,96.33969,4.159996,1,2014,9,3
2014-09-02,103.059998,103.739998,102.720001,103.300003,53564000,100.585102,-0.240005,0,2014,9,2
2014-08-29,102.860001,102.900002,102.199997,102.5,44595000,99.806124,0.360001,1,2014,8,29
2014-08-28,101.589996,102.779999,101.559998,102.25,68460000,99.562695,-0.660004,0,2014,8,28
2014-08-27,101.019997,102.57,100.699997,102.129997,52369000,99.445846,-1.11,0,2014,8,27
2014-08-26,101.419998,101.5,100.860001,100.889999,33152000,98.238437,0.529999,1,2014,8,26
2014-08-25,101.790001,102.169998,101.279999,101.540001,40270000,98.871356,0.25,1,2014,8,25
2014-08-22,100.290001,101.470001,100.190002,101.32,44184000,98.657136,-1.029999,0,2014,8,22
2014-08-21,100.57,100.940002,100.110001,100.580002,33478000,97.936587,-0.010002,0,2014,8,21
2014-08-20,100.440002,101.089996,99.949997,100.57,52699000,97.926848,-0.129998,0,2014,8,20
2014-08-19,99.410004,100.68,99.32,100.529999,69399000,97.887898,-1.119995,0,2014,8,19
2014-08-18,98.489998,99.370003,97.980003,99.160004,47572000,96.553909,-0.670006,0,2014,8,18
2014-08-15,97.900002,98.190002,96.860001,97.980003,48951000,95.404921,-0.080001,0,2014,8,15
2014-08-14,97.330002,97.57,96.800003,97.5,28116000,94.937533,-0.169998,0,2014,8,14
2014-08-13,96.150002,97.239998,96.040001,97.239998,31916000,94.684364,-1.089996,0,2014,8,13
2014-08-12,96.040001,96.879997,95.610001,95.970001,33795000,93.447745,0.07,1,2014,8,12
2014-08-11,95.269997,96.080002,94.839996,95.989998,36585000,93.467216,-0.720001,0,2014,8,11
2014-08-08,94.260002,94.82,93.279999,94.739998,41865000,92.250068,-0.479996,0,2014,8,8
2014-08-07,94.93,95.949997,94.099998,94.480003,46711000,91.996907,0.449997,1,2014,8,7
2014-08-06,94.75,95.480003,94.709999,94.959999,38558000,92.006638,-0.209999,0,2014,8,6
2014-08-05,95.360001,95.68,94.360001,95.120003,55933000,92.161665,0.239998,1,2014,8,5
2014-08-04,96.370003,96.580002,95.169998,95.589996,39958000,92.617042,0.780007,1,2014,8,4
2014-08-01,94.900002,96.620003,94.809998,96.129997,48511000,93.140248,-1.229995,0,2014,8,1
2014-07-31,97.160004,97.449997,95.330002,95.599998,56843000,92.626733,1.560006,1,2014,7,31
2014-07-30,98.440002,98.699997,97.669998,98.150002,33010000,95.097428,0.29,1,2014,7,30
2014-07-29,99.330002,99.440002,98.25,98.379997,43143000,95.32027,0.950005,1,2014,7,29
2014-07-28,97.82,99.239998,97.550003,99.019997,55318000,95.940365,-1.199997,0,2014,7,28
2014-07-25,96.849998,97.839996,96.639999,97.669998,43469000,94.632353,-0.82,0,2014,7,25
2014-07-24,97.040001,97.32,96.419998,97.029999,45729000,94.012258,0.010002,1,2014,7,24
2014-07-23,95.419998,97.879997,95.169998,97.190002,92918000,94.167286,-1.770004,0,2014,7,23
2014-07-22,94.68,94.889999,94.120003,94.720001,55197000,91.774104,-0.040001,0,2014,7,22
2014-07-21,94.989998,95,93.720001,93.940002,39079000,91.018364,1.049996,1,2014,7,21
2014-07-18,93.620003,94.739998,93.019997,94.43,49988000,91.493123,-0.809997,0,2014,7,18
2014-07-17,95.029999,95.279999,92.57,93.089996,57298000,90.194794,1.940003,1,2014,7,17
2014-07-16,96.970001,97.099998,94.739998,94.779999,53396300,91.832236,2.190002,1,2014,7,16
2014-07-15,96.800003,96.849998,95.029999,95.32,45477900,92.355442,1.480003,1,2014,7,15
2014-07-14,95.860001,96.889999,95.650002,96.449997,42810000,93.450295,-0.589996,0,2014,7,14
2014-07-11,95.360001,95.889999,94.860001,95.220001,34018000,92.258554,0.14,1,2014,7,11
2014-07-10,93.760002,95.550003,93.519997,95.040001,39686000,92.084152,-1.279999,0,2014,7,10
2014-07-09,95.440002,95.949997,94.760002,95.389999,36436000,92.423265,0.050003,1,2014,7,9
2014-07-08,96.269997,96.800003,93.919998,95.349998,65222000,92.384508,0.919999,1,2014,7,8
2014-07-07,94.139999,95.989998,94.099998,95.970001,56468000,92.985228,-1.830002,0,2014,7,7
2014-07-03,93.669998,94.099998,93.199997,94.029999,22891800,91.105562,-0.360001,0,2014,7,3
2014-07-02,93.870003,94.059998,93.089996,93.480003,28465000,90.572672,0.39,1,2014,7,2
2014-07-01,93.519997,94.07,93.129997,93.519997,38223000,90.611421,0,0,2014,7,1
2014-06-30,92.099998,93.730003,92.089996,92.93,49482300,90.039774,-0.830002,0,2014,6,30
2014-06-27,90.82,92,90.769997,91.980003,64029000,89.119323,-1.160003,0,2014,6,27
2014-06-26,90.370003,91.050003,89.800003,90.900002,32629000,88.072911,-0.529999,0,2014,6,26
2014-06-25,90.209999,90.699997,89.650002,90.360001,36869000,87.549705,-0.150002,0,2014,6,25
2014-06-24,90.75,91.739998,90.190002,90.279999,39036000,87.472191,0.470001,1,2014,6,24
2014-06-23,91.32,91.620003,90.599998,90.830002,43694000,88.005088,0.489998,1,2014,6,23
2014-06-20,91.849998,92.550003,90.900002,90.910004,100898000,88.082602,0.939994,1,2014,6,20
2014-06-19,92.290001,92.300003,91.339996,91.860001,35528000,89.003053,0.43,1,2014,6,19
2014-06-18,92.269997,92.290001,91.349998,92.18,33514000,89.3131,0.089997,1,2014,6,18
2014-06-17,92.309998,92.699997,91.800003,92.080002,29726000,89.216212,0.229996,1,2014,6,17
2014-06-16,91.510002,92.75,91.449997,92.199997,35561000,89.332475,-0.689995,0,2014,6,16
2014-06-13,92.199997,92.440002,90.879997,91.279999,54525000,88.44109,0.919998,1,2014,6,13
2014-06-12,94.040001,94.120003,91.900002,92.290001,54749000,89.41968,1.75,1,2014,6,12
2014-06-11,94.129997,94.760002,93.470001,93.860001,45681000,90.940851,0.269996,1,2014,6,11
2014-06-10,94.730003,95.050003,93.57,94.25,62777000,91.318721,0.480003,1,2014,6,10
2014-06-09,92.699997,93.879997,91.75,93.699997,75415000,90.785823,-1,0,2014,6,9
2014-06-06,649.900002,651.259979,644.470024,645.570023,87484600,89.356011,4.329979,1,2014,6,6
2014-06-05,646.199997,649.370003,642.610008,647.349983,75951400,89.602383,-1.149986,0,2014,6,5
2014-06-04,637.44001,647.890022,636.109993,644.819992,83870500,89.252197,-7.379982,0,2014,6,4
2014-06-03,628.459991,638.740013,628.25,637.539986,73177300,88.244541,-9.079995,0,2014,6,3
2014-06-02,633.959984,634.830017,622.500015,628.650009,92337700,87.014043,5.309975,1,2014,6,2
2014-05-30,637.979996,644.169991,628.900002,633.000015,141005200,87.616145,4.979981,1,2014,5,30
2014-05-29,627.849991,636.87001,627.769989,635.37999,94118500,87.945567,-7.529999,0,2014,5,29
2014-05-28,626.019989,629.830009,623.779991,624.01001,78870400,86.371801,2.009979,1,2014,5,28
2014-05-27,615.879997,625.859985,615.630005,625.63002,87216500,86.596033,-9.750023,0,2014,5,27
2014-05-23,607.25,614.730011,606.470009,614.129997,58052400,85.004268,-6.879997,0,2014,5,23
2014-05-22,606.599998,609.850006,604.100021,607.269974,50190000,84.054744,-0.669976,0,2014,5,22
2014-05-21,603.830002,606.699974,602.059975,606.310005,49214900,83.92187,-2.480003,0,2014,5,21
2014-05-20,604.510017,606.399994,600.730011,604.710022,58709000,83.70041,-0.200005,0,2014,5,20
2014-05-19,597.849998,607.330002,597.329987,604.590019,79438800,83.6838,-6.740021,0,2014,5,19
2014-05-16,588.629974,597.529991,585.399994,597.510017,69064100,82.703828,-8.880043,0,2014,5,16
2014-05-15,594.70002,596.599983,588.040001,588.819992,57711500,81.501005,5.880028,1,2014,5,15
2014-05-14,592.430008,597.400002,591.740005,593.869987,41601000,82.199996,-1.439979,0,2014,5,14
2014-05-13,591.999985,594.540016,590.699982,593.760025,39934300,82.184776,-1.76004,0,2014,5,13
2014-05-12,587.489975,593.659996,587.399986,592.830017,53302200,82.05605,-5.340042,0,2014,5,12
2014-05-09,584.540001,586.25,580.330025,585.540024,72899400,81.047012,-1.000023,0,2014,5,9
2014-05-08,588.249992,594.410027,586.400017,587.990013,57574300,81.386125,0.259979,1,2014,5,8
2014-05-07,595.249992,597.289986,587.72998,592.329979,70716100,81.531455,2.920013,1,2014,5,7
2014-05-06,601.799995,604.409988,594.410027,594.410027,93641100,81.817764,7.389968,1,2014,5,6
2014-05-05,590.140022,600.999977,589.999992,600.959976,71766800,82.719334,-10.819954,0,2014,5,5
2014-05-02,592.340019,594.199982,589.709999,592.580025,47878600,81.565873,-0.240006,0,2014,5,2
2014-05-01,591.999985,594.799995,586.360016,591.480026,61012000,81.414463,0.519959,1,2014,5,1
2014-04-30,592.639999,599.430008,589.799988,590.089981,114160200,81.22313,2.550018,1,2014,4,30
2014-04-29,593.739998,595.979996,589.509995,592.329979,84344400,81.531455,1.410019,1,2014,4,29
2014-04-28,572.800026,595.749977,572.54998,594.090019,167371400,81.773717,-21.289993,0,2014,4,28
2014-04-25,564.529984,571.990021,563.959984,571.93998,97568800,78.724867,-7.409996,0,2014,4,25
2014-04-24,568.210014,570.000015,560.730003,567.770004,189977900,78.150889,0.44001,1,2014,4,24
2014-04-23,529.060013,531.13002,524.449974,524.750008,98735000,72.229388,4.310005,1,2014,4,23
2014-04-22,528.309982,531.830009,526.500008,531.70002,50640800,73.186025,-3.390038,0,2014,4,22
2014-04-21,525.339981,532.139977,523.959976,531.170021,45637200,73.113073,-5.83004,0,2014,4,21
2014-04-17,519.999992,527.76001,519.199974,524.940025,71083600,72.255543,-4.940033,0,2014,4,17
2014-04-16,518.049988,521.090004,514.139992,519.01001,53691400,71.439304,-0.960022,0,2014,4,16
2014-04-15,520.270012,521.639977,511.329994,517.959999,66622500,71.294775,2.310013,1,2014,4,15
2014-04-14,521.900009,522.159988,517.210022,521.679977,51418500,71.806813,0.220032,1,2014,4,14
2014-04-11,519.000023,522.830017,517.140007,519.610023,67929400,71.521893,-0.61,0,2014,4,11
2014-04-10,530.680023,532.240005,523.169998,523.480019,59913000,72.05458,7.200004,1,2014,4,10
2014-04-09,522.639999,530.490005,522.020012,530.320015,51542400,72.996073,-7.680016,0,2014,4,9
2014-04-08,525.190018,526.120026,518.699989,523.440018,60972100,72.049074,1.75,1,2014,4,8
2014-04-07,528.019989,530.900002,521.890022,523.469978,72462600,72.053198,4.550011,1,2014,4,7
2014-04-04,539.810005,540.000023,530.579994,531.820023,68812800,73.202542,7.989982,1,2014,4,4
2014-04-03,541.390015,542.5,537.640022,538.790009,40586000,74.161928,2.600006,1,2014,4,3
2014-04-02,542.379997,543.479996,540.260002,542.549988,45105200,74.679472,-0.169991,0,2014,4,2
2014-04-01,537.760025,541.870026,536.769989,541.649994,50190000,74.555592,-3.889969,0,2014,4,1
2014-03-31,539.230019,540.809975,535.930023,536.739975,42167300,73.879751,2.490044,1,2014,3,31
2014-03-28,538.319984,538.940025,534.249985,536.859978,50141000,73.896269,1.460006,1,2014,3,28
2014-03-27,540.019997,541.499977,535.120018,537.459991,55507900,73.978858,2.560006,1,2014,3,27
2014-03-26,546.520012,549.000015,538.860023,539.779991,74942000,74.298195,6.740021,1,2014,3,26
2014-03-25,541.499977,545.750008,539.589973,544.98999,70573300,75.015327,-3.490013,0,2014,3,25
2014-03-24,538.420013,540.500008,535.05999,539.190018,88925200,74.216988,-0.770005,0,2014,3,24
2014-03-21,531.929985,533.75,526.330017,532.86998,93511600,73.347064,-0.939995,0,2014,3,21
2014-03-20,529.889992,532.669975,527.350014,528.700005,52099600,72.773086,1.189987,1,2014,3,20
2014-03-19,532.259979,536.23999,528.999985,531.26001,56189000,73.125459,0.999969,1,2014,3,19
2014-03-18,525.899994,531.969986,525.200005,531.399986,52411800,73.144726,-5.499992,0,2014,3,18
2014-03-17,527.699982,529.969994,525.850006,526.740013,49886200,72.503303,0.959969,1,2014,3,17
2014-03-14,528.789993,530.890015,523.000008,524.68998,59299800,72.221125,4.100013,1,2014,3,14
2014-03-13,537.440018,539.659988,529.159988,530.650009,64435700,73.041495,6.790009,1,2014,3,13
2014-03-12,534.510017,537.349976,532,536.609985,49831600,73.861858,-2.099968,0,2014,3,12
2014-03-11,535.450012,538.740021,532.589973,536.089973,69806100,73.790281,-0.639961,0,2014,3,11
2014-03-10,528.360023,533.330017,528.339996,530.919975,44646000,73.078655,-2.559952,0,2014,3,10
2014-03-07,531.090019,531.980026,526.050011,530.440018,55182400,73.012591,0.650001,1,2014,3,7
2014-03-06,532.789978,534.440002,528.099991,530.749985,46372200,73.055257,2.039993,1,2014,3,6
2014-03-05,530.919975,534.750023,529.129974,532.360008,50015700,73.276869,-1.440033,0,2014,3,5
2014-03-04,530.999977,532.640015,527.769997,531.239983,64785000,73.122703,-0.240006,0,2014,3,4
2014-03-03,523.419991,530.650009,522.80999,527.76001,59695300,72.643701,-4.340019,0,2014,3,3
2014-02-28,529.079987,532.749977,522.119987,526.239975,92992200,72.434475,2.840012,1,2014,2,28
2014-02-27,517.140007,528.780006,516.049995,527.670021,75470500,72.631314,-10.530014,0,2014,2,27
2014-02-26,523.610008,525,515.599998,517.349998,69054300,71.210811,6.26001,1,2014,2,26
2014-02-25,529.38002,529.569984,521.000015,522.060013,57988000,71.859123,7.320007,1,2014,2,25
2014-02-24,523.150024,529.920006,522.420021,527.550018,72227400,72.614796,-4.399994,0,2014,2,24
2014-02-21,532.789978,534.569992,524.599991,525.249992,69696200,72.298208,7.539986,1,2014,2,21
2014-02-20,532.989983,537.000008,528.999985,531.149994,76464500,73.110316,1.839989,1,2014,2,20
2014-02-19,544.749985,546.890007,534.350014,537.370003,78442000,73.966471,7.379982,1,2014,2,19
2014-02-18,546,551.190025,545.609978,545.990013,65062900,75.152975,0.009987,1,2014,2,18
2014-02-14,542.469986,545.980026,541.209984,543.990021,68231100,74.877686,-1.520035,0,2014,2,14
2014-02-13,534.659981,544.850014,534.199997,544.429977,76849500,74.938244,-9.769996,0,2014,2,13
2014-02-12,536.95002,539.560013,533.239975,535.919983,77025200,73.766883,1.030037,1,2014,2,12
2014-02-11,530.610008,537.749985,529.500023,535.959984,70564200,73.772389,-5.349976,0,2014,2,11
2014-02-10,518.659988,531.990013,518,528.989998,86389800,72.813003,-10.33001,0,2014,2,10
2014-02-07,521.379997,522.929993,517.380013,519.679985,92570100,71.531523,1.700012,1,2014,2,7
2014-02-06,510.060005,513.499977,507.81002,512.509995,64441300,70.544607,-2.44999,0,2014,2,6
2014-02-05,506.560005,515.279991,506.249985,512.589996,82086200,70.135807,-6.029991,0,2014,2,5
2014-02-04,505.849976,509.459991,502.760025,508.790016,94170300,69.61587,-2.94004,0,2014,2,4
2014-02-03,502.610008,507.730019,499.300026,501.529984,100366000,68.622506,1.080024,1,2014,2,3
2014-01-31,495.179985,501.529984,493.549988,500.599976,116199300,68.495256,-5.419991,0,2014,1,31
2014-01-30,502.539993,506.499977,496.70002,499.779984,169625400,68.38306,2.760009,1,2014,1,30
2014-01-29,503.950012,507.37001,498.62001,500.749992,125702500,68.515783,3.20002,1,2014,1,29
2014-01-28,508.760002,514.999985,502.070023,506.499977,266380800,69.302532,2.260025,1,2014,1,28
2014-01-27,550.07,554.799988,545.750008,550.500023,138719700,75.322897,-0.430023,0,2014,1,27
2014-01-24,554.000023,555.61998,544.749985,546.070015,107338700,74.716755,7.930008,1,2014,1,24
2014-01-23,549.94001,556.5,544.810013,556.179993,100809800,76.100066,-6.239983,0,2014,1,23
2014-01-22,550.910019,557.289978,547.809975,551.509979,94996300,75.461085,-0.59996,0,2014,1,22
2014-01-21,540.990005,550.07,540.420006,549.069977,82131700,75.127229,-8.079972,0,2014,1,21
2014-01-17,551.480019,552.069992,539.899994,540.669998,106684900,73.97789,10.810021,1,2014,1,17
2014-01-16,554.900017,556.850021,551.680023,554.250015,57319500,75.835994,0.650002,1,2014,1,16
2014-01-15,553.520012,560.200005,551.659996,557.359993,97909700,76.261521,-3.839981,0,2014,1,15
2014-01-14,538.220009,546.730003,537.659996,546.390022,83140400,74.76054,-8.170013,0,2014,1,14
2014-01-13,529.910019,542.5,529.880005,535.730019,94623200,73.301971,-5.82,0,2014,1,13
2014-01-10,539.829979,540.799988,531.109993,532.939995,76244000,72.920222,6.889984,1,2014,1,10
2014-01-09,546.800018,546.859993,535.349983,536.519997,69787200,73.410061,10.280021,1,2014,1,9
2014-01-08,538.809982,545.55999,538.68998,543.460022,64632400,74.359639,-4.65004,0,2014,1,8
2014-01-07,544.320015,545.959999,537.919975,540.040024,79302300,73.891693,4.279991,1,2014,1,7
2014-01-06,537.450005,546.800018,533.599983,543.929993,103152700,74.423944,-6.479988,0,2014,1,6
2014-01-03,552.860023,553.699989,540.429993,540.980019,98116900,74.020309,11.880004,1,2014,1,3
2014-01-02,555.680008,557.029999,552.020004,553.12999,58671200,75.682745,2.550018,1,2014,1,2
2013-12-31,554.170013,561.279976,554.000023,561.019997,55771100,76.762306,-6.849984,0,2013,12,31
2013-12-30,557.460022,560.089989,552.319984,554.519981,63407400,75.872933,2.940041,1,2013,12,30
